what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1304355305376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355306851
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355307040
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355308985
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355325337
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355329843
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355345183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355354352
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355364637
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355367839
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355372767
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355374030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355410060
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355423164
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355425764
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355429543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355435618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355438076
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355465113
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355469660
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355475555
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355476594
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355551889
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355553778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355556657
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355594108
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355598958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355603052
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355606080
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355607799
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355608873
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355656645
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355659290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355661412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355663303
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1304355892005
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1304355917064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1304355922689
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1304355935272
