what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304324442
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304331986
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304336876
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304383897
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304406557
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304441154
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1303304547636
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1303304549228
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1303304576073
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1303304580302
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1303304580461
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1303304580528
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1303304580570
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1303304591085
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1303304594012
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1303304608929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304612521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304649023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304654686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304688150
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1303304699447
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304724543
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304794371
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304858160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304885276
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1303304914487
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304939658
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1303304955245
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1303304968221
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1303304968323
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1303304972324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1303304974286
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1303304983511
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1303304983939
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1303304983958
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1303304984466
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1303304984579
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1303304984858
